WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
4101,41,1,JULY,7,"18,19"
4101,41,1,AUGUST,8,"3,6"
4101,41,1,SEPTEMBER,9,"18,19"
4102,41,2,MAY,5,"2,3"
4102,41,2,JULY,7,"18,19"
4102,41,2,AUGUST,8,"3,6"
4102,41,2,SEPTEMBER,9,"18,19"
4103,41,3,MAY,5,"4,7"
4103,41,3,JUNE,6,"20,21"
4103,41,3,AUGUST,8,"7,8"
4103,41,3,SEPTEMBER,9,"20,21"
4104,41,4,MAY,5,"4,7"
4104,41,4,JUNE,6,"20,21"
4104,41,4,AUGUST,8,"7,8"
4104,41,4,SEPTEMBER,9,"20,21"
4105,41,5,JUNE,6,"22,25"
4105,41,5,AUGUST,8,"9,10"
4105,41,5,SEPTEMBER,9,"24,25"
4106,41,6,MAY,5,"8,9"
4106,41,6,JUNE,6,"22,25"
4106,41,6,AUGUST,8,"9,10"
4106,41,6,SEPTEMBER,9,"24,25"
4107,41,7,MAY,5,"10,11"
4107,41,7,JUNE,6,"26,27"
4107,41,7,AUGUST,8,"13,14"
4107,41,7,SEPTEMBER,9,"26,27"
4108,41,8,MAY,5,"10,11"
4108,41,8,JUNE,6,"26,27"
4108,41,8,AUGUST,8,"13,14"
4108,41,8,SEPTEMBER,9,"26,27"
4109,41,9,MAY,5,"14,15"
4109,41,9,JUNE,6,"28,29"
4109,41,9,AUGUST,8,"15,16"
4109,41,9,SEPTEMBER,9,28
4109,41,9,OCTOBER,10,1
4110,41,10,MAY,5,"14,15"
4110,41,10,JUNE,6,"28,29"
4110,41,10,AUGUST,8,"15,16"
4110,41,10,SEPTEMBER,9,28
4110,41,10,OCTOBER,10,1
4111,41,11,APRIL,4,"2,3"
4111,41,11,MAY,5,"16,17"
4111,41,11,JULY,7,"3,5"
4111,41,11,AUGUST,8,"17,20"
4111,41,11,OCTOBER,10,"2,3"
4112,41,12,APRIL,4,"2,3"
4112,41,12,MAY,5,"16,17"
4112,41,12,JULY,7,"3,5"
4112,41,12,AUGUST,8,"17,20"
4112,41,12,OCTOBER,10,"4,5"
4113,41,13,APRIL,4,"4,5"
4113,41,13,JUNE,6,"18,21"
4113,41,13,JULY,7,"6,9"
4113,41,13,AUGUST,8,"21,22"
4113,41,13,OCTOBER,10,"9,10"
4114,41,14,APRIL,4,"4,5"
4114,41,14,MAY,5,"18,21"
4114,41,14,JULY,7,"6,9"
4114,41,14,AUGUST,8,"21,22"
4114,41,14,OCTOBER,10,"11,12"
4115,41,15,APRIL,4,"6,9"
4115,41,15,MAY,5,"22,23"
4115,41,15,JULY,7,"10,11"
4115,41,15,AUGUST,8,"23,24"
4115,41,15,OCTOBER,10,"15,16"
4116,41,16,APRIL,4,"6,9"
4116,41,16,MAY,5,"22,23"
4116,41,16,JUNE,6,"10,11"
4116,41,16,JULY,7,"23,24"
4116,41,16,OCTOBER,10,"17,18"
4117,41,17,APRIL,4,"10,11"
4117,41,17,MAY,5,"24,25"
4117,41,17,JULY,7,"12,13"
4117,41,17,AUGUST,8,"27,28"
4117,41,17,OCTOBER,10,"19,22"
4118,41,18,APRIL,4,"10,11"
4118,41,18,MAY,5,"24,25"
4118,41,18,JULY,7,"12,13"
4118,41,18,AUGUST,8,"27,28"
4118,41,18,OCTOBER,10,"23,24"
4119,41,19,APRIL,4,"12,13"
4119,41,19,MAY,5,"29,30"
4119,41,19,JULY,7,"16,17"
4119,41,19,AUGUST,8,"29,30"
4119,41,19,OCTOBER,10,"25,26"
4120,41,20,APRIL,4,"12,13"
4120,41,20,MAY,5,"29,30"
4120,41,20,JULY,7,"16,17"
4120,41,20,AUGUST,8,"29,30"
4120,41,20,OCTOBER,10,"29,30"
4121,41,21,APRIL,4,"16,17"
4121,41,21,MAY,5,31
4121,41,21,JUNE,6,1
4121,41,21,JULY,7,"18,19"
4121,41,21,AUGUST,8,31
4121,41,21,SEPTEMBER,9,1
4121,41,21,OCTOBER,10,31
4121,41,21,NOVEMBER,11,1
4122,41,22,APRIL,4,"16,17"
4122,41,22,MAY,5,31
4122,41,22,JUNE,6,1
4122,41,22,JULY,7,"18,19"
4122,41,22,AUGUST,8,31
4122,41,22,SEPTEMBER,9,1
4122,41,22,NOVEMBER,11,"2,5"
4123,41,23,APRIL,4,"18,19"
4123,41,23,JUNE,6,"4,5"
4123,41,23,JULY,7,"20,23"
4123,41,23,SEPTEMBER,9,"4,5"
4123,41,23,NOVEMBER,11,"6,7"
4124,41,24,APRIL,4,"18,19"
4124,41,24,JUNE,6,"4,5"
4124,41,24,JULY,7,"20,23"
4124,41,24,SEPTEMBER,9,"4,5"
4124,41,24,NOVEMBER,11,"8,9"
4125,41,25,APRIL,4,"20,23"
4125,41,25,JUNE,6,"6,7"
4125,41,25,JULY,7,"24,25"
4125,41,25,SEPTEMBER,9,"6,7"
4125,41,25,NOVEMBER,11,"12,13"
4126,41,26,APRIL,4,"20,23"
4126,41,26,JUNE,6,"6,7"
4126,41,26,JULY,7,"24,25"
4126,41,26,SEPTEMBER,9,"6,7"
4126,41,26,NOVEMBER,11,"14,15"
4127,41,27,APRIL,4,"24,25"
4127,41,27,JUNE,6,"8,11"
4127,41,27,JULY,7,"26,27"
4127,41,27,SEPTEMBER,9,"10,11"
4128,41,28,APRIL,4,"24,25"
4128,41,28,JUNE,6,"8,11"
4128,41,28,JULY,7,"26,27"
4128,41,28,SEPTEMBER,9,"10,11"
4129,41,29,APRIL,4,"26,27"
4129,41,29,JUNE,6,"12,13"
4129,41,29,JULY,7,"30,31"
4129,41,29,SEPTEMBER,9,"12,13"
4130,41,30,APRIL,4,"26,27"
4130,41,30,JUNE,6,"12,13"
4130,41,30,JULY,7,"30,31"
4130,41,30,SEPTEMBER,9,"12,13"
4131,41,31,APRIL,4,30
4131,41,31,MAY,5,1
4131,41,31,JUNE,6,"14,15"
4131,41,31,AUGUST,8,"1,2"
4131,41,31,SEPTEMBER,9,"14,17"
4132,41,32,APRIL,4,30
4132,41,32,MAY,5,1
4132,41,32,JUNE,6,"14,15"
4132,41,32,AUGUST,8,"1,2"
4132,41,32,SEPTEMBER,9,"14,17"
4201,42,1,APRIL,4,"3,4,19,20"
4201,42,1,MAY,5,"8,9,24,25"
4201,42,1,JUNE,6,"14,15"
4201,42,1,JULY,7,"4,6,24,25"
4201,42,1,AUGUST,8,"9,10,28,29"
4201,42,1,SEPTEMBER,9,"8,19"
4201,42,1,OCTOBER,10,"4,5,25,26"
4201,42,1,NOVEMBER,11,"13,14"
4202,42,2,APRIL,4,"5,6,24,25"
4202,42,2,MAY,5,"10,11,30,31"
4202,42,2,JUNE,6,"19,20"
4202,42,2,JULY,7,"10,22,26,27"
4202,42,2,AUGUST,8,"14,30,31"
4202,42,2,SEPTEMBER,9,"20,21"
4202,42,2,OCTOBER,10,"10,11,30,31"
4202,42,2,NOVEMBER,11,"15,16"
4203,42,3,APRIL,4,"10,11,26,27"
4203,42,3,MAY,5,"15,16"
4203,42,3,JUNE,6,"5,6,21,22"
4203,42,3,JULY,7,"12,13,31"
4203,42,3,AUGUST,8,"1,16,17"
4203,42,3,SEPTEMBER,9,"5,6,25,26"
4203,42,3,OCTOBER,10,"16,17"
4203,42,3,NOVEMBER,11,"1,2"
4204,42,4,APRIL,4,"12,13,24,25"
4204,42,4,MAY,5,"1,2,17,18"
4204,42,4,JUNE,6,"7,8,26,27"
4204,42,4,JULY,7,"17,18"
4204,42,4,AUGUST,8,"2,3,21,22"
4204,42,4,SEPTEMBER,9,"11,12,27,28"
4204,42,4,OCTOBER,10,"18,19"
4204,42,4,NOVEMBER,11,"6,7"
4205,42,5,APRIL,4,"17,18"
4205,42,5,MAY,5,"3,4,22,23"
4205,42,5,JUNE,6,"12,13,28,29"
4205,42,5,JULY,7,"19,20"
4205,42,5,AUGUST,8,"7,8,23,24"
4205,42,5,SEPTEMBER,9,"13,14"
4205,42,5,OCTOBER,10,"2,3,23,24"
4205,42,5,NOVEMBER,11,"8,9"
4206,42,6,APRIL,4,"3,4,10,11,17,18,24,25"
4206,42,6,MAY,5,"1,2,8,9,15,16,22,23,29,30"
4206,42,6,JUNE,6,"5,6,12,13,19,20,26,27"
4206,42,6,JULY,7,"3,4,10,11,17,18,24,25,31"
4206,42,6,AUGUST,8,"1,5,8,14,15,21,22,28,29"
4206,42,6,SEPTEMBER,9,"2,11,12,18,19,25,26"
4206,42,6,OCTOBER,10,"3,5,9,10,16,17,23,24,30,31"
4207,42,7,APRIL,4,"19,20,26,27"
4207,42,7,MAY,5,"3,4,10,11,17,18,24,25,31"
4207,42,7,JUNE,6,"7,8,14,15,21,22,28,29"
4207,42,7,JULY,7,"5,6,12,13,19,20,26,27"
4207,42,7,AUGUST,8,"2,3,9,10,16,17,23,24,30,31"
4207,42,7,SEPTEMBER,9,"6,7,13,14,20,21,27,28"
4207,42,7,OCTOBER,10,"4,5,11,12,18,19,25,26"
4207,42,7,NOVEMBER,11,"1,2,8,9,15,16"
4301,43,1,APRIL,4,"18,19,20,23"
4301,43,1,MAY,5,"29,30,31"
4301,43,1,JUNE,6,1
4301,43,1,JULY,7,"9,10,11,12"
4301,43,1,AUGUST,8,"16,17,20,21"
4301,43,1,SEPTEMBER,9,"26,27,28"
4301,43,1,OCTOBER,10,1
4301,43,1,NOVEMBER,11,"6,7,8,9"
4302,43,2,APRIL,4,"24,25,26,27"
4302,43,2,JUNE,6,"4,5,6,7"
4302,43,2,JULY,7,"13,16,,17,18"
4302,43,2,AUGUST,8,"22,23,24,27"
4302,43,2,OCTOBER,10,"2,3,4,5"
4302,43,2,NOVEMBER,11,"12,13,14,15"
4303,43,3,APRIL,4,30
4303,43,3,MAY,5,"1,2,3"
4303,43,3,JUNE,6,"8,11,12,13"
4303,43,3,JULY,7,"19,20,23,24"
4303,43,3,SEPTEMBER,9,"28,29,30,31"
4303,43,3,OCTOBER,10,"9,10,11,12"
4304,43,4,MAY,5,"4,7,8,9"
4304,43,4,JUNE,6,"14,15,18,19"
4304,43,4,JULY,7,"25,26,27,30"
4304,43,4,SEPTEMBER,9,"4,5,6,7"
4304,43,4,OCTOBER,10,"15,16,17,18"
4305,43,5,APRIL,4,"2,3,4,5"
4305,43,5,MAY,5,"10,11,14,15"
4305,43,5,JUNE,6,"20,21,22,25"
4305,43,5,JULY,7,31
4305,43,5,AUGUST,8,"1,2,3"
4305,43,5,SEPTEMBER,9,"10,11,12,13"
4305,43,5,OCTOBER,10,"19,22,23,24"
4306,43,6,APRIL,4,"6,9,10,11"
4306,43,6,MAY,5,"16,17,18,21"
4306,43,6,JUNE,6,"26,27,28,29"
4306,43,6,AUGUST,8,"6,7,8,9"
4306,43,6,SEPTEMBER,9,"14,17,18,19"
4306,43,6,OCTOBER,10,"25,26,29,30"
4307,43,7,APRIL,4,"12,13,16,17"
4307,43,7,MAY,5,"22,23,24,25"
4307,43,7,JULY,7,"2,3,5,6"
4307,43,7,AUGUST,8,"10,13,14,15"
4307,43,7,SEPTEMBER,9,"20,21,24,25"
4307,43,7,OCTOBER,10,31
4307,43,7,NOVEMBER,11,"1,2,5"
4308,43,8,APRIL,4,"3,4,10,11,17,18,24,25"
4308,43,8,MAY,5,"1,2,8,9,15,16,22,23,29,30"
4308,43,8,JUNE,6,"5,6,12,13,19,20,26,27"
4308,43,8,JULY,7,"3,10,11,17,18,24,25,31"
4308,43,8,AUGUST,8,"1,7,8,14,15,21,22,28,29"
4308,43,8,SEPTEMBER,9,"4,5,11,12,18,19,25,26"
4308,43,8,OCTOBER,10,"17,23,24,30,31"
4401,44,1,APRIL,4,"2,9"
4401,44,1,MAY,5,"16,17"
4401,44,1,JUNE,6,"21,22."
4401,44,1,AUGUST,8,"6,9,31"
4401,44,1,SEPTEMBER,9,10
4401,44,1,OCTOBER,10,"16,17"
4401,44,1,NOVEMBER,11,"1,2"
4402,44,2,APRIL,4,"16,17"
4402,44,2,MAY,5,"18,21"
4402,44,2,JULY,7,"2,9"
4402,44,2,AUGUST,8,"13,16"
4402,44,2,OCTOBER,10,"18,19"
4402,44,2,NOVEMBER,11,"9,12"
4403,44,3,APRIL,4,"20,23"
4403,44,3,MAY,5,"22,23"
4403,44,3,JULY,7,"12,13"
4403,44,3,SEPTEMBER,9,"19,20"
4403,44,3,OCTOBER,10,"22,23"
4403,44,3,NOVEMBER,11,"28,29"
4404,44,4,APRIL,4,"12,13"
4404,44,4,MAY,5,"24,25"
4404,44,4,JUNE,6,"20,29"
4404,44,4,JULY,7,"16,17"
4404,44,4,AUGUST,8,"10,15"
4404,44,4,SEPTEMBER,9,"14,18"
4404,44,4,OCTOBER,10,"24,25"
4404,44,4,NOVEMBER,11,"15,16"
4405,44,5,APRIL,4,"18,19"
4405,44,5,MAY,5,"29,30"
4405,44,5,JUNE,6,"25,26"
4405,44,5,JULY,7,"18,19"
4405,44,5,AUGUST,8,"17,20"
4405,44,5,SEPTEMBER,9,"21,24"
4405,44,5,OCTOBER,10,"26,29"
4405,44,5,NOVEMBER,11,"19,20"
4406,44,6,APRIL,4,"24,25"
4406,44,6,JUNE,6,31
4406,44,6,JULY,7,"20,23"
4406,44,6,AUGUST,8,"21,22"
4406,44,6,SEPTEMBER,9,"25,26"
4406,44,6,OCTOBER,10,"30,31"
4406,44,6,NOVEMBER,11,"21,23"
4407,44,7,APRIL,4,"10,11"
4407,44,7,MAY,5,"8,9"
4407,44,7,JUNE,6,"12,13"
4407,44,7,JULY,7,"10,11"
4407,44,7,AUGUST,8,"8,14"
4407,44,7,SEPTEMBER,9,"11,12"
4407,44,7,OCTOBER,10,"9,10"
4407,44,7,NOVEMBER,11,"13,14"
4408,44,8,APRIL,4,30
4408,44,8,MAY,5,7
4408,44,8,JUNE,6,"8,11"
4408,44,8,JULY,7,"24,25"
4408,44,8,AUGUST,8,"23,24"
4408,44,8,SEPTEMBER,9,"27,28"
4408,44,8,NOVEMBER,11,"5,8"
4409,44,9,MAY,5,"14,15"
4409,44,9,JUNE,6,"14,15"
4409,44,9,JULY,7,"26,27"
4409,44,9,AUGUST,8,"27,28"
4409,44,9,OCTOBER,10,"1,11"
4409,44,9,NOVEMBER,11,30
4410,44,10,APRIL,4,"5,6"
4410,44,10,MAY,5,"3,4"
4410,44,10,JUNE,6,"1,7"
4410,44,10,JULY,7,"5,6"
4410,44,10,AUGUST,8,"2,3"
4410,44,10,SEPTEMBER,9,"6,7"
4410,44,10,OCTOBER,10,"4,5"
4410,44,10,NOVEMBER,11,"1,2"
4411,44,11,APRIL,4,"3,4"
4411,44,11,MAY,5,"1,2"
4411,44,11,JUNE,6,"5,6"
4411,44,11,JULY,7,3
4411,44,11,AUGUST,8,"1,7"
4411,44,11,SEPTEMBER,9,"4,5"
4411,44,11,OCTOBER,10,"2,3"
4411,44,11,NOVEMBER,11,"6,7"
4412,44,12,MAY,5,"10,11"
4412,44,12,JUNE,6,"18,19"
4412,44,12,JULY,7,"30,31"
4412,44,12,AUGUST,8,"29,30"
4412,44,12,SEPTEMBER,9,"12,17"
4412,44,12,OCTOBER,10,"12,15"
4412,44,12,NOVEMBER,11,"26,27"
4501,45,1,APRIL,4,"2,3"
4501,45,1,JUNE,6,"4,5"
4501,45,1,AUGUST,8,"6,7"
4501,45,1,OCTOBER,10,"9,10"
4502,45,2,APRIL,4,"4,5"
4502,45,2,JUNE,6,"6,7"
4502,45,2,AUGUST,8,"8,9"
4502,45,2,OCTOBER,10,"11,12"
4503,45,3,APRIL,4,"6,9"
4503,45,3,JUNE,6,"8,11"
4503,45,3,AUGUST,8,"10,12"
4503,45,3,OCTOBER,10,"15,16"
4504,45,4,APRIL,4,"10,11"
4504,45,4,JUNE,6,"12,13"
4504,45,4,AUGUST,8,"14,15"
4504,45,4,OCTOBER,10,"17,18"
4505,45,5,APRIL,4,"12,13"
4505,45,5,JUNE,6,"14,15"
4505,45,5,AUGUST,8,"16,17"
4505,45,5,OCTOBER,10,"19,22"
4506,45,6,APRIL,4,"16,17"
4506,45,6,JUNE,6,"18,19"
4506,45,6,AUGUST,8,"20,21"
4506,45,6,OCTOBER,10,"23,24"
4507,45,7,APRIL,4,"18,19"
4507,45,7,JUNE,6,"20,21"
4507,45,7,AUGUST,8,"22,23"
4507,45,7,OCTOBER,10,"25,26"
4508,45,8,APRIL,4,"20,21"
4508,45,8,JUNE,6,"22,25"
4508,45,8,AUGUST,8,"24,27"
4508,45,8,OCTOBER,10,"29,30"
4509,45,9,APRIL,4,"24,25"
4509,45,9,JUNE,6,"26,27"
4509,45,9,AUGUST,8,"28,29"
4509,45,9,OCTOBER,10,31
4509,45,9,NOVEMBER,11,1
4510,45,10,APRIL,4,"26,27"
4510,45,10,JUNE,6,"28,29"
4510,45,10,AUGUST,8,"30,31"
4510,45,10,NOVEMBER,11,"2,5"
4511,45,11,APRIL,4,30
4511,45,11,MAY,5,1
4511,45,11,JULY,7,"2,3"
4511,45,11,SEPTEMBER,9,"4,5"
4511,45,11,NOVEMBER,11,"6,7"
4512,45,12,MAY,5,"2,3"
4512,45,12,JULY,7,"5,6"
4512,45,12,SEPTEMBER,9,"6,7"
4512,45,12,NOVEMBER,11,"8,9"
4513,45,13,MAY,5,"4,7"
4513,45,13,JULY,7,"9,10"
4513,45,13,SEPTEMBER,9,"10,11"
4513,45,13,NOVEMBER,11,"12,13"
4514,45,14,MAY,5,"8,9"
4514,45,14,JULY,7,"11,12"
4514,45,14,SEPTEMBER,9,"12,13"
4514,45,14,NOVEMBER,11,"14,15"
4515,45,15,MAY,5,"10,11"
4515,45,15,JULY,7,"13,16"
4515,45,15,SEPTEMBER,9,"14,17"
4515,45,15,NOVEMBER,11,"15,16"
4516,45,16,MAY,5,"14,15"
4516,45,16,JULY,7,"17,18"
4516,45,16,SEPTEMBER,9,"18,19"
4517,45,17,MAY,5,"16,17"
4517,45,17,JULY,7,"19,20"
4517,45,17,SEPTEMBER,9,"20,21"
4518,45,18,MAY,5,"18,21"
4518,45,18,JULY,7,"23,24"
4518,45,18,SEPTEMBER,9,"24,25"
4519,45,19,MAY,5,"22,23"
4519,45,19,JULY,7,"25,26"
4519,45,19,SEPTEMBER,9,"26,27"
4520,45,20,MAY,5,"24,25"
4520,45,20,JULY,7,"27,30"
4520,45,20,SEPTEMBER,9,28
4520,45,20,OCTOBER,10,1
4521,45,21,MAY,5,"30,31"
4521,45,21,JULY,7,31
4521,45,21,AUGUST,8,1
4521,45,21,OCTOBER,10,"2,3"
4522,45,22,MAY,5,31
4522,45,22,JUNE,6,1
4522,45,22,AUGUST,8,"2,3"
4522,45,22,OCTOBER,10,"4,5"
4601,46,1,APRIL,4,"2,3"
4601,46,1,MAY,5,"1,2"
4601,46,1,JUNE,6,"1,4"
4601,46,1,JULY,7,"2,3"
4601,46,1,AUGUST,8,"1,2"
4601,46,1,SEPTEMBER,9,"4,5"
4601,46,1,OCTOBER,10,"1,2,30,31"
4602,46,2,APRIL,4,"4,5"
4602,46,2,MAY,5,"3,4"
4602,46,2,JUNE,6,"5,6"
4602,46,2,JULY,7,"5,6"
4602,46,2,AUGUST,8,"3,6"
4602,46,2,SEPTEMBER,9,"6,7"
4602,46,2,OCTOBER,10,"3,4"
4602,46,2,NOVEMBER,11,"1,2"
4603,46,3,APRIL,4,"6,9"
4603,46,3,MAY,5,"7,8"
4603,46,3,JUNE,6,"7,8"
4603,46,3,JULY,7,"9,10"
4603,46,3,AUGUST,8,"7,8"
4603,46,3,SEPTEMBER,9,"10,11"
4603,46,3,OCTOBER,10,"5,9"
4603,46,3,NOVEMBER,11,"5,6"
4604,46,4,APRIL,4,"10,11"
4604,46,4,MAY,5,"9,10"
4604,46,4,JUNE,6,"11,12"
4604,46,4,JULY,7,"11,12"
4604,46,4,AUGUST,8,"9,10"
4604,46,4,SEPTEMBER,9,"12,13"
4604,46,4,OCTOBER,10,"10,11"
4604,46,4,NOVEMBER,11,"7,8"
4605,46,5,APRIL,4,"12,13"
4605,46,5,MAY,5,"11,14"
4605,46,5,JUNE,6,"13,14"
4605,46,5,JULY,7,"13,16"
4605,46,5,AUGUST,8,"13,14"
4605,46,5,SEPTEMBER,9,"14,17"
4605,46,5,OCTOBER,10,"12,15"
4605,46,5,NOVEMBER,11,"9,12"
4606,46,6,APRIL,4,"16,17"
4606,46,6,MAY,5,"158,16"
4606,46,6,JUNE,6,"15,18"
4606,46,6,JULY,7,"17,18"
4606,46,6,AUGUST,8,"15,16"
4606,46,6,SEPTEMBER,9,"18,19"
4606,46,6,OCTOBER,10,"16,17"
4606,46,6,NOVEMBER,11,"13,14"
4607,46,7,APRIL,4,"19,20"
4607,46,7,MAY,5,"17,18"
4607,46,7,JUNE,6,"21,22"
4607,46,7,JULY,7,"23,24"
4607,46,7,AUGUST,8,"17,20"
4607,46,7,SEPTEMBER,9,"20,21"
4607,46,7,OCTOBER,10,"18,19"
4607,46,7,NOVEMBER,11,"15,16"
4608,46,8,APRIL,4,"23,24"
4608,46,8,MAY,5,"21,22"
4608,46,8,JUNE,6,"25,26"
4608,46,8,JULY,7,"27,30"
4608,46,8,AUGUST,8,"21,22"
4608,46,8,SEPTEMBER,9,"24,25"
4608,46,8,OCTOBER,10,"22,23"
4608,46,8,NOVEMBER,11,"19,20"
4701,47,1,APRIL,4,"12,13"
4701,47,1,JUNE,6,"4,5"
4701,47,1,JULY,7,"25,26"
4701,47,1,SEPTEMBER,9,"14,17"
4701,47,1,NOVEMBER,11,"7,8"
4702,47,2,APRIL,4,"16,17"
4702,47,2,JUNE,6,"6,7"
4702,47,2,JULY,7,"27,30"
4702,47,2,SEPTEMBER,9,"18,19"
4702,47,2,NOVEMBER,11,"9,12"
4703,47,3,APRIL,4,"18,19"
4703,47,3,JUNE,6,"8,11"
4703,47,3,JULY,7,31
4703,47,3,AUGUST,8,1
4703,47,3,SEPTEMBER,9,"20,21"
4703,47,3,NOVEMBER,11,"13,14"
4704,47,4,APRIL,4,"20,21"
4704,47,4,JUNE,6,"12,13"
4704,47,4,AUGUST,8,"2,3"
4704,47,4,SEPTEMBER,9,"24,25"
4704,47,4,NOVEMBER,11,"15,16"
4705,47,5,APRIL,4,"24,25"
4705,47,5,JUNE,6,"14,15"
4705,47,5,AUGUST,8,"6,7"
4705,47,5,SEPTEMBER,9,"26,27"
4706,47,6,APRIL,4,"26,27"
4706,47,6,JUNE,6,"18,19"
4706,47,6,AUGUST,8,"8,9"
4706,47,6,SEPTEMBER,9,28
4706,47,6,OCTOBER,10,2
4706,47,6,NOVEMBER,11,"9,10"
4707,47,7,APRIL,4,30
4707,47,7,MAY,5,1
4707,47,7,JUNE,6,"20,21"
4707,47,7,AUGUST,8,"10,13"
4707,47,7,OCTOBER,10,"3,4"
4708,47,8,MAY,5,"2,3"
4708,47,8,JUNE,6,"22,25"
4708,47,8,AUGUST,8,"14,15"
4708,47,8,OCTOBER,10,"5,9"
4709,47,9,MAY,5,"4,7"
4709,47,9,JUNE,6,"26,27"
4709,47,9,AUGUST,8,"16,17"
4709,47,9,OCTOBER,10,"10,11"
4710,47,10,MAY,5,"8,9"
4710,47,10,JUNE,6,"28,29"
4710,47,10,AUGUST,8,"20,21"
4710,47,10,OCTOBER,10,"12,15"
4711,47,11,MAY,5,"10,11"
4711,47,11,JULY,7,"2,3"
4711,47,11,AUGUST,8,"22,23"
4711,47,11,OCTOBER,10,"16,17"
4712,47,12,MAY,5,"14,15"
4712,47,12,JULY,7,"5,6"
4712,47,12,AUGUST,8,"24,27"
4712,47,12,OCTOBER,10,"18,19"
4713,47,13,MAY,5,"16,17"
4713,47,13,JULY,7,"9,10"
4713,47,13,AUGUST,8,"28,29"
4713,47,13,OCTOBER,10,"22,23"
4714,47,14,MAY,5,"18,21"
4714,47,14,JULY,7,"11,12"
4714,47,14,AUGUST,8,"30,31"
4714,47,14,OCTOBER,10,"24,25"
4715,47,15,APRIL,4,"2,3"
4715,47,15,MAY,5,"22,23"
4715,47,15,JULY,7,"13,16"
4715,47,15,SEPTEMBER,9,"4,5"
4715,47,15,OCTOBER,10,"26,29"
4716,47,16,APRIL,4,"4,5"
4716,47,16,MAY,5,"24,25"
4716,47,16,JULY,7,"17,18"
4716,47,16,SEPTEMBER,9,"6,7"
4716,47,16,OCTOBER,10,"30,31"
4717,47,17,APRIL,4,"6,9"
4717,47,17,MAY,5,"29,30"
4717,47,17,JULY,7,"19,20"
4717,47,17,SEPTEMBER,9,"10,11"
4717,47,17,NOVEMBER,11,"1,2"
4718,47,18,APRIL,4,"10,11"
4718,47,18,MAY,5,31
4718,47,18,JUNE,6,1
4718,47,18,JULY,7,"23,24"
4718,47,18,SEPTEMBER,9,"12,13"
4718,47,18,NOVEMBER,11,"5,6"
4801,48,1,APRIL,4,"2,3,30"
4801,48,1,MAY,5,"1,29,30"
4801,48,1,JUNE,6,"26,27"
4801,48,1,JULY,7,"25,26"
4801,48,1,AUGUST,8,"22,23"
4801,48,1,SEPTEMBER,9,"20,21"
4801,48,1,OCTOBER,10,"19,22"
4801,48,1,NOVEMBER,11,"16,19"
4802,48,2,APRIL,4,"4,5"
4802,48,2,MAY,5,"2,3,31"
4802,48,2,JUNE,6,"1,28,29"
4802,48,2,JULY,7,"27,30"
4802,48,2,AUGUST,8,"24,27"
4802,48,2,SEPTEMBER,9,"24,25"
4802,48,2,OCTOBER,10,"23,24"
4803,48,3,APRIL,4,"6,9"
4803,48,3,MAY,5,"4,7"
4803,48,3,JUNE,6,"4,5"
4803,48,3,JULY,7,"2,3,31"
4803,48,3,AUGUST,8,"1,28,29"
4803,48,3,SEPTEMBER,9,"26,27"
4803,48,3,OCTOBER,10,"25,.26"
4804,48,4,APRIL,4,"10,11"
4804,48,4,MAY,5,"8,9"
4804,48,4,JUNE,6,"6,7"
4804,48,4,JULY,7,"5,6"
4804,48,4,AUGUST,8,"2,3,30,31"
4804,48,4,SEPTEMBER,9,28
4804,48,4,OCTOBER,10,"1,29,30"
4805,48,5,APRIL,4,"12,13"
4805,48,5,MAY,5,"10,11"
4805,48,5,JUNE,6,"8,11"
4805,48,5,JULY,7,"9,10"
4805,48,5,AUGUST,8,"6,7"
4805,48,5,SEPTEMBER,9,"4,5"
4805,48,5,OCTOBER,10,"2,3,31"
4805,48,5,NOVEMBER,11,1
4806,48,6,APRIL,4,"16,17"
4806,48,6,MAY,5,"14,15"
4806,48,6,JUNE,6,"12,13"
4806,48,6,JULY,7,"11,12"
4806,48,6,AUGUST,8,"8,9"
4806,48,6,SEPTEMBER,9,"6,7"
4806,48,6,OCTOBER,10,"4,5"
4806,48,6,NOVEMBER,11,"2,5"
4807,48,7,APRIL,4,"18,19"
4807,48,7,MAY,5,"16,17"
4807,48,7,JUNE,6,"14,15"
4807,48,7,JULY,7,"13,16"
4807,48,7,AUGUST,8,"10,13"
4807,48,7,SEPTEMBER,9,"10,11"
4807,48,7,OCTOBER,10,"9,10"
4807,48,7,NOVEMBER,11,"6,7"
4808,48,8,APRIL,4,"20,23"
4808,48,8,MAY,5,"18,21"
4808,48,8,JUNE,6,"18,19"
4808,48,8,JULY,7,"17,18"
4808,48,8,AUGUST,8,"14,15"
4808,48,8,SEPTEMBER,9,"12,13"
4808,48,8,OCTOBER,10,"11,12"
4808,48,8,NOVEMBER,11,"8,9"
4809,48,9,APRIL,4,"24,25"
4809,48,9,MAY,5,"22,23"
4809,48,9,JUNE,6,"20,21"
4809,48,9,JULY,7,"19,20"
4809,48,9,AUGUST,8,"16,17"
4809,48,9,SEPTEMBER,9,"14,17"
4809,48,9,OCTOBER,10,"15,16"
4809,48,9,NOVEMBER,11,"12,13"
4810,48,10,APRIL,4,"26,27"
4810,48,10,MAY,5,"24,25"
4810,48,10,JUNE,6,"22,25"
4810,48,10,JULY,7,"23,24"
4810,48,10,AUGUST,8,"20,21"
